OTU_ID	Kingdom	Phylum	Class	Order	Family	Genus
otu1460	Bacteria	Chloroflexi	Anaerolineae	RBG-13-54-9	NA	NA
otu1461	Bacteria	Armatimonadota	NA	NA	NA	NA
otu1462	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter
otu1463	Bacteria	Chloroflexi	KD4-96	NA	NA	NA
otu1464	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Sporichthyaceae	NA
otu1465	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium
otu1466	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter
otu1467	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41
otu1468	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavisolibacter
otu1469	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	NA	NA
otu1470	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Fictibacillus
otu1471	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41
otu1472	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA
otu1473	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
otu1474	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
otu1475	Bacteria	Acidobacteriota	Holophagae	Subgroup 7	NA	NA
otu1476	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
otu1477	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Thermomonas
otu1478	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
otu1479	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA
otu1480	Bacteria	Firmicutes	Bacilli	NA	NA	NA
otu1481	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	NA
otu1482	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Planotetraspora
otu1483	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA
otu1484	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Noviherbaspirillum
otu1485	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides
otu1486	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinomadura
otu1487	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	NA
otu1488	Bacteria	Sumerlaeota	Sumerlaeia	Sumerlaeales	Sumerlaeaceae	Sumerlaea
otu1489	Bacteria	Acidobacteriota	Subgroup 5	NA	NA	NA
otu1490	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira
otu1491	Bacteria	Firmicutes	NA	NA	NA	NA
otu1492	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	NA	NA
otu1493	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA
otu1494	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Hamadaea
otu1495	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter
otu1496	Bacteria	Actinobacteriota	MB-A2-108	NA	NA	NA
otu1497	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	NA	NA
otu1498	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus
otu1499	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Pedococcus-Phycicoccus
otu1500	Bacteria	Myxococcota	bacteriap25	NA	NA	NA
otu1501	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Archangium
otu1502	Bacteria	Actinobacteriota	MB-A2-108	NA	NA	NA
otu1503	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
otu1504	Bacteria	Chloroflexi	AD3	NA	NA	NA
otu1505	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA
otu1506	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	NA
otu1507	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	NA	NA
otu1508	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
otu1509	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA
otu1510	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
otu1511	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
otu1512	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	NA
otu1513	Bacteria	Firmicutes	Clostridia	Gracilibacteraceae	Lutispora	NA
otu1514	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium
otu1515	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	NA
otu1516	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
otu1517	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Geodermatophilus
otu1518	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA
otu1519	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA
otu1520	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora
otu1521	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	HSB OF53-F07
otu1522	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
otu1523	Bacteria	Chloroflexi	Anaerolineae	SBR1031	NA	NA
otu1524	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	NA
otu1525	Bacteria	Armatimonadota	NA	NA	NA	NA
otu1526	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter
otu1527	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides
otu1528	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
otu1529	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA
otu1530	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	NA
otu1531	Bacteria	Latescibacterota	NA	NA	NA	NA
otu1532	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
otu1533	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Sporosarcina
otu1534	Bacteria	Acidobacteriota	Subgroup 5	NA	NA	NA
otu1535	Bacteria	Gemmatimonadota	Longimicrobia	Longimicrobiales	Longimicrobiaceae	YC-ZSS-LKJ147
otu1536	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA
otu1537	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
otu1538	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA
otu1539	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
otu1540	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Aridibacter
otu1541	Bacteria	Chloroflexi	KD4-96	NA	NA	NA
otu1542	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Sporichthyaceae	NA
otu1543	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	NA	NA
otu1544	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Actinopolymorpha
otu1545	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus
otu1546	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	Pseudoclostridium
otu1547	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA
otu1548	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	NA
otu1549	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
otu1550	Bacteria	Chloroflexi	JG30-KF-CM66	NA	NA	NA
otu1551	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA
otu1552	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium
otu1553	Bacteria	Chloroflexi	Dehalococcoidia	S085	NA	NA
otu1554	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter
otu1555	Bacteria	Chloroflexi	TK10	NA	NA	NA
otu1556	Bacteria	Acidobacteriota	Subgroup 5	NA	NA	NA
otu1557	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	mle1-7
otu1558	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	NA	NA
otu1559	Bacteria	Chloroflexi	Gitt-GS-136	NA	NA	NA
otu1560	Bacteria	Zixibacteria	NA	NA	NA	NA
otu1561	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Nordella
otu1562	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
otu1563	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
otu1564	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
otu1565	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1
otu1566	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella
otu1567	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	NA
otu1568	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA
otu1569	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatirosa
otu1570	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	NA
otu1571	Bacteria	MBNT15	NA	NA	NA	NA
otu1572	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidicaldus
otu1573	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides
otu1574	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	NA
otu1575	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Cohnella
otu1576	Bacteria	Proteobacteria	Gammaproteobacteria	EPR3968-O8a-Bc78	NA	NA
otu1577	Bacteria	Acidobacteriota	Subgroup 5	NA	NA	NA
otu1578	Bacteria	Chloroflexi	Gitt-GS-136	NA	NA	NA
otu1579	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
otu1580	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia
otu1581	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter
otu1582	Bacteria	Myxococcota	Polyangia	Polyangiales	Phaselicystidaceae	Phaselicystis
otu1583	Bacteria	Chloroflexi	AD3	NA	NA	NA
otu1584	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	NA
otu1585	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter
otu1586	Bacteria	Chloroflexi	TK10	NA	NA	NA
otu1587	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA
otu1588	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA
otu1589	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter
otu1590	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA
otu1591	Bacteria	Desulfobacterota	NA	NA	NA	NA
otu1592	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Nakamurellaceae	Nakamurella
otu1593	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA
otu1594	Bacteria	Myxococcota	bacteriap25	NA	NA	NA
otu1595	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA
otu1596	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA
otu1597	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
otu1598	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA
otu1599	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA
otu1600	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
otu1601	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	NA
otu1602	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Falsibacillus
otu1603	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
otu1604	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	A21b	NA
otu1605	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
otu1606	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia
otu1607	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA
otu1608	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
otu1609	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
otu1610	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA
otu1611	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
otu1612	Bacteria	Acidobacteriota	Holophagae	Subgroup 7	NA	NA
otu1613	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides
otu1614	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41
otu1615	Bacteria	Chloroflexi	TK10	NA	NA	NA
otu1616	Bacteria	Latescibacterota	NA	NA	NA	NA
otu1617	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	NA
otu1618	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium
otu1619	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	NA
otu1620	Bacteria	Chloroflexi	KD4-96	NA	NA	NA
otu1621	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	NA
otu1622	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10
otu1623	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	NA
otu1624	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinoallomurus
otu1625	Bacteria	Acidobacteriota	Blastocatellia	nov/24	NA	NA
otu1626	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
otu1627	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus
otu1628	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA
otu1629	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA
otu1630	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA
otu1631	Bacteria	Desulfobacterota	NA	NA	NA	NA
otu1632	Bacteria	Latescibacterota	NA	NA	NA	NA
otu1633	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola
otu1634	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage
otu1635	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA
otu1636	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA
otu1637	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA
otu1638	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
otu1639	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA
otu1640	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA
otu1641	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA
otu1642	Bacteria	Chloroflexi	Dehalococcoidia	S085	NA	NA
otu1643	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	NA	NA
otu1644	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Frateuria
otu1645	Bacteria	Desulfobacterota	NA	NA	NA	NA
otu1646	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA
otu1647	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	NA
otu1648	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
otu1649	Bacteria	Proteobacteria	Gammaproteobacteria	PLTA13	NA	NA
otu1650	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
otu1651	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
otu1652	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	NA	NA
otu1653	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
otu1654	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Nordella
otu1655	Bacteria	Actinobacteriota	Actinobacteria	NA	NA	NA
otu1656	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	NA
otu1657	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA
otu1658	Bacteria	Chloroflexi	Ktedonobacteria	C0119	NA	NA
otu1659	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA
otu1660	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
otu1661	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
otu1662	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	NA
otu1663	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	NA	NA
otu1664	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41
otu1665	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
otu1666	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
otu1667	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
otu1668	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA
otu1669	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylocaldum
otu1670	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
otu1671	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA
otu1672	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella
otu1673	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter
otu1674	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA
otu1675	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
otu1676	Bacteria	Firmicutes	Bacilli	Brevibacillales	Brevibacillaceae	Brevibacillus
otu1677	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	NA	NA
otu1678	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium
otu1679	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA
otu1680	Bacteria	Chloroflexi	NA	NA	NA	NA
otu1681	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter
otu1682	Bacteria	Chloroflexi	P2-11E	NA	NA	NA
otu1683	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	NA	NA
otu1684	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
otu1685	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Virgisporangium
otu1686	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter
otu1687	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA
otu1688	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
otu1689	Bacteria	Chloroflexi	TK10	NA	NA	NA
otu1690	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
otu1691	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylocaldum
otu1692	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium
otu1693	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter
otu1694	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA
otu1695	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 13	NA	NA
otu1696	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Kribbella
otu1697	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
otu1698	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides
otu1699	Bacteria	Chloroflexi	Anaerolineae	SBR1031	NA	NA
otu1700	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA
otu1701	Bacteria	Chloroflexi	TK10	NA	NA	NA
otu1702	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA
otu1703	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter
otu1704	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia
otu1705	Bacteria	Firmicutes	Limnochordia	Hydrogenispora	NA	NA
otu1706	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA
otu1707	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus
otu1708	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
otu1709	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus
otu1710	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
otu1711	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira
otu1712	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup 17	NA	NA
otu1713	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	NA
otu1714	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA
otu1715	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga
otu1716	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA
otu1717	Bacteria	Actinobacteriota	MB-A2-108	NA	NA	NA
otu1718	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Chungangia
otu1719	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
otu1720	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
otu1721	Bacteria	RCP2-54	NA	NA	NA	NA
otu1722	Bacteria	Desulfobacterota	NA	NA	NA	NA
otu1723	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA
otu1724	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Pseudaminobacter
otu1725	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
otu1726	Bacteria	Firmicutes	Bacilli	Bacillales	Salisediminibacteriaceae	Salipaludibacillus
otu1727	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	NA
otu1728	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Dactylosporangium
otu1729	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
otu1730	Bacteria	Firmicutes	Limnochordia	Hydrogenispora	NA	NA
otu1731	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	NA
otu1732	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
otu1733	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
otu1734	Bacteria	Proteobacteria	Alphaproteobacteria	Dongiales	Dongiaceae	Dongia
