OTU_ID	E1	E2	E28	E3	E30	E7	E8	E9
otu690	30	38	0	62	0	13	0	15
otu691	60	40	0	0	19	13	14	10
otu692	15	19	24	25	0	69	66	83
otu693	39	46	0	55	0	0	0	0
otu694	25	115	40	52	31	20	0	0
otu695	0	0	0	0	57	81	47	54
otu696	48	43	0	0	34	0	0	0
otu697	0	0	0	0	81	34	42	57
otu698	40	45	62	48	20	21	17	12
otu699	0	60	0	38	0	0	0	0
otu700	0	0	0	0	0	0	0	0
otu701	71	0	0	0	0	0	103	0
otu702	47	37	0	35	33	0	28	0
otu703	23	0	0	0	0	0	20	0
otu704	73	38	35	34	0	0	16	13
otu705	0	0	0	0	0	43	56	83
otu706	50	0	0	33	68	0	48	49
otu707	0	0	0	0	53	39	0	79
otu708	35	23	73	29	0	12	8	11
otu709	28	0	28	0	94	0	55	0
otu710	53	0	50	43	0	0	0	0
otu711	0	46	0	0	104	0	90	59
otu712	34	0	0	56	0	0	0	0
otu713	22	0	0	0	69	40	0	46
otu714	0	0	0	36	0	78	68	77
otu715	52	0	50	0	37	0	0	0
otu716	40	58	44	70	0	0	0	0
otu717	13	25	33	34	13	37	24	33
otu718	0	37	0	111	0	0	0	25
otu719	56	59	59	0	57	0	0	0
otu720	0	0	0	0	0	81	48	51
otu721	25	0	16	145	0	0	0	0
otu722	43	29	62	36	16	29	0	13
otu723	59	78	140	0	0	0	0	0
otu724	0	27	0	0	111	34	50	62
otu725	27	0	0	57	0	55	0	0
otu726	0	0	56	91	36	24	0	19
otu727	84	0	64	0	0	0	28	0
otu728	18	0	0	0	33	56	0	66
otu729	29	31	40	47	13	17	0	20
otu730	0	0	0	0	53	61	39	0
otu731	0	0	0	16	81	67	49	66
otu732	0	510	0	0	70	0	0	0
otu733	91	0	67	0	0	0	0	0
otu734	13	0	14	0	70	31	111	0
otu735	0	35	30	0	30	0	44	27
otu736	0	37	0	37	0	0	0	0
otu737	0	41	0	38	14	21	12	17
otu738	40	13	47	33	47	28	14	0
otu739	34	33	53	0	27	0	0	16
otu740	0	0	0	40	0	13	15	0
otu741	0	0	31	57	0	0	0	0
otu742	0	0	47	63	0	0	40	24
otu743	0	0	0	17	61	36	0	0
otu744	0	0	36	0	81	0	36	36
otu745	0	0	0	0	59	79	50	122
otu746	35	33	15	50	0	16	0	15
otu747	76	0	0	101	0	0	0	0
otu748	69	54	43	31	0	28	15	20
otu749	64	0	31	43	17	0	0	11
otu750	0	40	20	38	0	0	8	0
otu751	37	33	38	48	0	0	0	0
otu752	0	63	64	52	0	0	0	0
otu753	0	0	0	0	53	0	0	0
otu754	38	32	0	30	55	36	44	23
otu755	0	0	0	0	50	0	57	41
otu756	43	62	30	82	23	0	0	0
otu757	0	0	0	0	43	0	0	26
otu758	0	25	0	22	45	73	66	0
otu759	44	27	60	36	0	0	0	0
otu760	45	25	23	33	0	0	0	0
otu761	60	0	45	0	65	0	0	40
otu762	39	42	0	0	28	0	37	19
otu763	0	0	0	0	0	73	147	0
otu764	44	0	42	37	0	0	0	0
otu765	26	0	0	0	83	0	45	49
otu766	0	19	0	39	14	68	34	37
otu767	0	0	0	0	29	57	49	46
otu768	45	39	33	53	0	0	0	0
otu769	26	20	21	0	70	37	0	42
otu770	45	0	38	0	25	0	38	39
otu771	18	25	0	0	0	49	55	71
otu772	0	0	71	0	99	0	0	29
otu773	60	76	62	0	0	0	0	0
otu774	0	46	59	0	0	0	0	0
otu775	65	35	0	31	13	0	31	39
otu776	0	0	0	0	0	122	115	102
otu777	36	0	0	43	33	0	0	0
otu778	0	0	0	0	73	49	0	46
otu779	77	58	0	24	35	0	43	0
otu780	0	22	0	0	26	51	23	55
otu781	41	26	45	42	0	11	11	0
otu782	0	25	0	16	58	0	26	49
otu783	0	0	0	0	0	94	88	103
otu784	0	0	0	0	34	29	12	41
otu785	30	0	7	0	19	93	34	78
otu786	17	0	22	11	46	25	47	29
otu787	0	0	0	0	0	0	0	0
otu788	0	0	0	0	69	23	33	0
otu789	0	16	0	0	56	0	47	40
otu790	69	0	55	0	0	0	0	0
otu791	29	0	0	0	49	0	42	0
otu792	67	0	41	64	0	0	0	0
otu793	47	46	0	0	94	36	0	0
otu794	27	0	0	0	46	0	44	74
otu795	0	21	0	15	39	68	74	60
otu796	36	0	0	0	0	23	0	0
otu797	0	0	0	0	125	18	21	31
otu798	0	0	0	0	119	0	0	40
otu799	19	0	23	0	0	90	52	83
otu800	0	0	0	0	0	0	0	0
otu801	0	22	29	32	78	44	34	43
otu802	39	0	38	0	0	0	0	39
otu803	80	0	118	0	0	0	0	0
otu804	0	0	0	0	52	30	0	0
otu805	0	26	32	51	0	22	0	0
otu806	0	35	0	24	32	57	32	63
otu807	33	41	48	40	0	0	22	0
otu808	60	55	0	38	0	12	0	0
otu809	49	0	0	28	0	0	0	0
otu810	28	51	39	24	0	0	0	0
otu811	0	0	0	349	15	0	0	0
otu812	31	0	46	29	0	0	0	0
otu813	20	13	11	0	0	0	19	0
otu814	0	52	58	0	42	0	0	0
otu815	0	0	0	0	141	0	0	60
otu816	46	0	32	31	0	0	0	0
otu817	0	36	70	52	0	0	0	0
otu818	0	24	23	0	64	34	42	61
otu819	0	50	0	0	0	61	0	93
otu820	29	20	39	23	0	18	18	21
otu821	36	0	0	0	26	0	32	0
otu822	0	36	0	30	0	12	0	24
otu823	35	49	46	0	0	25	0	22
otu824	11	0	0	0	0	36	13	32
otu825	32	34	0	0	0	14	0	24
otu826	15	4	0	0	0	0	0	0
otu827	0	24	0	0	54	44	36	23
otu828	49	53	0	56	18	0	0	18
otu829	0	0	11	0	0	0	0	14
otu830	0	32	0	38	36	0	0	13
otu831	0	0	0	0	44	67	44	54
otu832	0	0	31	35	27	25	17	0
otu833	0	13	20	0	33	27	32	41
otu834	37	60	0	0	61	0	0	0
otu835	0	0	35	42	0	0	30	0
otu836	71	0	60	32	0	0	0	0
otu837	0	0	0	0	80	53	0	38
otu838	0	0	13	0	45	0	67	44
otu839	90	0	28	28	0	0	0	0
otu840	24	0	0	0	37	0	26	15
otu841	0	0	0	29	36	64	65	60
otu842	0	0	61	65	0	35	0	0
otu843	0	31	60	0	0	0	0	0
otu844	0	0	0	0	0	73	76	45
otu845	0	0	0	0	0	0	0	0
otu846	16	38	0	26	77	33	41	0
otu847	0	0	0	0	109	57	55	39
otu848	0	44	40	68	56	0	0	0
otu849	89	0	0	51	0	0	0	0
otu850	0	31	0	19	15	0	24	0
otu851	50	0	51	57	0	0	0	0
otu852	0	0	0	31	0	20	0	0
otu853	11	18	15	0	93	12	23	36
otu854	74	0	0	0	0	38	0	33
otu855	35	0	0	0	0	0	77	0
otu856	31	31	0	0	0	41	40	29
otu857	44	35	0	22	0	37	35	0
otu858	0	37	29	0	85	46	49	53
otu859	0	0	0	0	0	0	30	0
otu860	23	0	0	0	0	85	50	53
otu861	9	0	0	0	78	54	82	0
otu862	34	0	22	0	0	0	0	0
otu863	0	19	0	0	78	51	64	62
otu864	0	0	52	0	0	0	0	31
otu865	44	0	28	48	0	0	0	0
otu866	0	0	89	0	0	30	0	0
otu867	0	34	0	17	66	33	0	52
otu868	0	0	0	0	52	75	51	43
otu869	0	0	87	52	0	0	0	0
otu870	29	0	0	0	0	57	45	45
otu871	0	0	0	0	0	49	43	60
otu872	50	0	68	32	0	19	18	0
otu873	0	0	0	0	79	0	0	40
otu874	0	0	0	0	0	0	0	0
otu875	0	68	30	0	18	0	0	24
otu876	124	11	0	0	0	48	151	38
otu877	37	16	46	42	0	0	0	0
otu878	0	0	70	0	68	0	0	0
otu879	0	0	0	0	75	32	0	0
otu880	45	42	42	0	0	21	17	14
otu881	16	0	0	0	0	19	40	40
otu882	64	0	0	0	41	42	0	28
otu883	0	0	0	0	0	0	0	0
otu884	32	0	0	35	0	39	46	0
otu885	16	24	0	0	0	55	59	68
otu886	47	0	0	27	0	17	0	16
otu887	0	0	0	109	0	0	0	58
otu888	0	0	0	0	0	93	82	115
otu889	17	24	39	43	16	14	0	0
otu890	26	43	28	15	0	0	0	0
otu891	24	12	0	20	38	14	35	27
otu892	0	0	0	61	44	0	0	0
otu893	57	0	0	0	0	0	0	0
otu894	15	0	0	0	0	30	67	0
otu895	43	62	65	40	0	0	0	0
otu896	0	0	22	0	57	41	54	0
otu897	0	0	0	0	0	46	44	58
otu898	0	0	55	0	0	0	0	0
otu899	0	0	0	111	0	34	0	0
otu900	0	0	0	0	0	54	96	52
otu901	32	46	44	0	12	0	26	0
otu902	26	0	0	29	0	0	0	0
otu903	0	0	93	38	27	19	0	0
otu904	28	51	0	53	0	0	0	0
otu905	0	0	0	0	51	74	0	72
otu906	0	0	22	80	0	0	0	0
otu907	14	34	46	0	0	0	0	0
otu908	41	48	0	49	0	0	0	0
otu909	44	19	0	45	20	10	11	0
otu910	0	0	41	39	0	0	0	18
otu911	0	25	0	0	63	43	65	31
otu912	54	95	0	30	0	0	0	0
otu913	0	0	0	38	0	0	0	0
otu914	0	0	13	0	85	25	0	19
otu915	32	0	48	62	0	0	0	0
otu916	30	0	20	21	17	0	21	0
otu917	34	0	0	20	0	0	0	0
otu918	18	0	0	0	68	20	61	66
otu919	0	0	0	0	96	46	0	0
otu920	0	29	0	0	24	0	48	69
otu921	0	0	0	0	59	71	39	65
otu922	37	0	34	49	0	0	18	19
otu923	0	0	0	0	0	99	59	70
otu924	49	39	57	35	0	0	0	0
otu925	0	0	0	0	0	97	36	0
otu926	0	0	72	0	0	64	0	0
otu927	0	0	0	44	0	13	0	0
otu928	0	0	0	41	40	27	39	0
otu929	41	19	0	0	0	30	35	0
otu930	50	27	0	33	0	14	4	0
otu931	0	22	7	0	46	0	0	58
otu932	0	0	0	0	84	0	0	0
otu933	0	15	0	0	0	41	35	52
otu934	0	0	38	0	0	0	0	0
otu935	66	29	0	22	0	0	0	0
otu936	29	0	0	0	14	0	0	0
otu937	0	0	46	22	0	0	0	41
otu938	0	34	21	36	0	0	0	0
otu939	0	0	0	45	61	0	0	0
otu940	58	0	43	77	0	0	0	0
otu941	0	0	68	0	39	0	0	27
otu942	0	22	39	36	0	0	0	6
otu943	43	54	0	0	0	52	58	0
otu944	15	16	0	0	0	67	53	34
otu945	0	0	40	0	0	12	13	5
otu946	0	41	74	49	0	0	0	22
otu947	0	0	0	0	67	0	25	45
otu948	43	0	47	0	0	0	16	0
otu949	0	0	0	0	37	42	117	44
otu950	0	0	0	0	0	65	80	83
otu951	47	0	0	50	0	0	55	36
otu952	0	0	0	43	0	0	0	0
otu953	0	0	0	0	0	16	48	34
otu954	0	0	13	0	13	25	0	0
otu955	0	16	10	0	48	59	42	43
otu956	0	0	0	0	0	73	79	95
otu957	0	49	0	0	0	0	0	0
otu958	0	78	56	38	24	0	0	0
otu959	0	0	0	0	0	49	27	34
otu960	0	0	0	0	0	46	58	25
otu961	0	25	0	0	56	25	18	27
otu962	29	0	0	0	0	21	0	42
otu963	34	0	23	0	38	45	55	40
otu964	0	0	0	0	19	79	49	33
otu965	44	30	0	0	0	0	0	0
otu966	0	54	58	0	0	0	0	0
otu967	0	0	0	28	50	46	0	46
otu968	41	61	0	27	0	0	0	0
otu969	18	0	0	12	27	58	43	36
otu970	0	0	0	0	63	0	0	33
otu971	31	26	0	23	18	0	7	0
otu972	0	34	0	0	82	42	35	48
otu973	0	0	0	0	37	0	0	0
otu974	0	0	0	0	83	41	21	51
otu975	0	0	0	112	0	0	0	0
otu976	0	0	0	0	0	53	50	65
otu977	0	0	0	0	0	35	0	39
otu978	0	0	5	15	35	35	0	32
otu979	0	0	0	0	0	51	42	0
otu980	0	0	0	0	51	44	0	52
otu981	0	57	50	0	0	0	0	0
otu982	0	33	66	45	0	0	0	0
otu983	0	0	0	0	93	0	0	0
otu984	16	0	15	0	68	0	38	0
otu985	31	0	0	31	0	6	0	0
otu986	0	0	0	0	0	45	0	78
otu987	61	0	84	0	0	0	48	0
otu988	35	43	39	0	0	0	0	0
otu989	0	48	48	0	0	0	0	0
otu990	0	29	27	21	40	0	0	0
otu991	0	37	0	0	38	46	43	31
otu992	57	0	0	27	48	0	0	0
otu993	29	22	47	33	15	18	0	11
otu994	68	0	56	75	0	0	0	0
otu995	21	0	0	0	0	37	44	66
otu996	0	0	53	44	48	0	0	37
otu997	0	55	71	0	0	0	0	0
otu998	0	0	0	0	69	75	0	51
otu999	0	0	60	38	0	0	0	0
otu1000	0	37	73	28	0	34	20	16
otu1001	39	0	0	0	0	60	54	53
otu1002	28	0	0	67	0	0	12	0
otu1003	0	324	0	0	73	0	0	0
otu1004	0	0	0	0	52	0	32	44
otu1005	85	0	0	0	28	0	0	0
otu1006	57	0	0	0	0	49	46	68
otu1007	33	0	52	29	0	0	0	0
otu1008	0	63	0	39	0	0	23	0
otu1009	21	34	35	24	28	0	21	0
otu1010	56	54	53	0	41	0	80	0
otu1011	33	0	20	0	22	22	18	28
otu1012	0	0	0	0	167	0	0	0
otu1013	0	0	0	0	0	87	0	111
otu1014	0	7	0	16	0	47	51	45
otu1015	43	0	33	49	0	0	0	0
otu1016	0	0	0	0	0	49	50	49
otu1017	39	0	34	26	0	0	0	13
otu1018	0	0	0	0	0	0	0	0
otu1019	0	0	40	0	68	28	0	31
otu1020	0	0	0	0	0	0	0	0
otu1021	0	0	0	0	0	52	28	57
otu1022	49	15	27	0	0	0	0	0
otu1023	12	0	33	0	37	35	43	35
otu1024	0	0	0	13	0	107	103	108
otu1025	0	28	26	24	0	0	0	0
otu1026	32	22	0	41	0	16	19	10
otu1027	0	28	50	14	0	0	0	0
otu1028	0	0	0	0	50	0	0	29
otu1029	0	0	0	0	0	78	107	0
otu1030	0	0	0	0	0	48	76	55
otu1031	26	36	0	35	0	0	0	0
otu1032	19	0	0	57	0	0	0	0
otu1033	0	0	0	0	0	43	0	0
otu1034	0	0	0	0	95	0	0	0
otu1035	43	45	0	0	31	22	37	59
otu1036	0	0	0	0	47	40	49	35
otu1037	73	0	45	37	0	35	0	0
otu1038	19	37	0	42	0	0	0	0
otu1039	0	45	0	0	0	11	0	0
otu1040	0	0	46	0	0	0	0	0
otu1041	33	0	0	38	0	20	0	24
otu1042	0	0	14	16	0	28	57	25
otu1043	0	0	0	0	0	56	53	92
otu1044	26	0	33	36	0	25	0	0
otu1045	0	26	0	36	109	32	0	0
otu1046	0	0	0	0	47	0	0	0
otu1047	0	0	0	0	37	0	29	59
otu1048	0	0	0	0	0	0	0	0
otu1049	0	0	51	0	0	0	0	0
otu1050	0	0	0	0	0	49	44	56
otu1051	28	0	0	0	0	30	0	49
otu1052	64	0	0	49	0	0	0	0
otu1053	0	0	0	0	0	62	45	60
otu1054	0	43	0	0	0	31	0	0
otu1055	0	0	0	35	0	0	32	0
otu1056	19	22	0	43	0	0	0	0
otu1057	0	0	0	0	81	27	0	38
otu1058	0	0	0	67	19	0	0	24
otu1059	7	0	0	0	0	20	15	15
otu1060	0	36	36	26	45	0	0	0
otu1061	24	19	49	23	0	0	0	0
otu1062	17	14	0	0	0	40	0	0
otu1063	0	6	0	0	0	0	0	15
otu1064	0	0	0	0	0	43	71	54
otu1065	0	0	0	0	0	0	0	0
otu1066	0	38	26	0	0	28	0	0
otu1067	0	0	0	28	60	0	0	0
otu1068	0	33	0	0	88	0	43	48
otu1069	0	50	54	0	0	0	0	0
otu1070	0	0	0	0	0	92	66	59
otu1071	57	0	0	44	35	0	35	0
otu1072	39	32	55	58	0	0	0	0
otu1073	36	0	0	12	0	12	22	31
otu1074	0	0	0	48	37	0	25	0
otu1075	0	0	0	92	0	0	0	0
otu1076	34	42	0	0	0	0	0	0
otu1077	0	0	0	0	0	0	0	69
otu1078	0	14	0	7	0	0	19	43
otu1079	14	0	0	0	51	28	0	0
otu1080	0	0	0	22	0	0	22	0
otu1081	0	0	0	0	44	0	0	0
otu1082	0	0	0	0	47	40	39	54
otu1083	0	0	40	0	0	0	0	0
otu1084	47	88	0	0	0	0	0	0
otu1085	27	38	0	0	0	0	0	21
otu1086	0	51	0	0	32	0	32	0
otu1087	0	0	0	0	0	77	145	57
otu1088	24	27	0	0	0	0	0	0
otu1089	10	0	24	0	0	60	64	0
otu1090	0	0	0	13	8	44	40	24
otu1091	0	51	0	0	44	0	0	0
otu1092	28	0	0	0	0	0	29	0
otu1093	0	43	0	0	45	0	0	0
otu1094	0	0	0	14	0	83	61	43
otu1095	0	0	0	0	0	0	35	31
otu1096	29	46	25	0	0	11	10	0
otu1097	19	14	0	8	40	18	0	25
otu1098	0	0	0	0	16	0	22	22
otu1099	0	19	0	17	48	0	18	17
otu1100	0	0	0	0	84	55	50	83
otu1101	50	0	0	24	0	0	99	0
otu1102	26	31	37	0	0	0	0	0
otu1103	0	0	0	0	0	0	0	0
otu1104	0	0	73	63	0	0	0	0
otu1105	0	18	27	0	30	0	12	0
otu1106	63	31	51	39	0	0	0	0
otu1107	42	38	50	27	0	0	0	24
otu1108	0	0	0	0	0	0	91	0
otu1109	0	0	0	0	0	0	0	0
otu1110	30	0	0	0	0	0	0	0
otu1111	26	34	38	35	0	0	0	0
otu1112	0	0	0	62	0	0	0	0
otu1113	0	22	0	0	25	55	43	45
otu1114	50	0	18	20	0	0	0	0
otu1115	0	0	0	0	41	50	0	77
otu1116	0	0	0	0	0	84	83	0
otu1117	0	0	0	0	45	0	0	32
otu1118	0	0	0	0	0	117	73	70
otu1119	0	0	28	0	0	0	24	40
otu1120	0	39	0	0	27	0	27	14
otu1121	0	0	0	0	79	0	0	0
otu1122	0	0	50	32	0	0	0	0
otu1123	0	37	0	0	0	0	0	0
otu1124	43	0	31	0	0	0	0	0
otu1125	0	0	0	0	72	39	27	0
otu1126	58	0	0	0	0	24	0	0
otu1127	31	0	0	0	0	10	20	0
otu1128	0	0	29	0	0	0	0	0
otu1129	0	0	0	0	0	0	0	0
otu1130	0	0	35	52	0	0	11	0
otu1131	0	0	0	15	0	72	58	52
otu1132	24	0	0	25	29	0	0	0
otu1133	0	0	49	0	0	0	0	0
otu1134	37	0	0	0	0	0	0	0
otu1135	0	0	57	0	0	0	0	0
otu1136	0	15	32	20	0	19	0	0
otu1137	0	38	49	29	0	0	0	0
otu1138	57	0	19	265	0	0	0	0
otu1139	0	0	0	50	19	0	0	0
otu1140	0	56	0	0	0	27	25	0
otu1141	40	18	0	19	0	0	13	0
otu1142	0	10	10	0	0	56	29	41
otu1143	36	0	0	0	0	67	0	131
otu1144	33	0	20	29	0	0	0	0
otu1145	19	0	21	0	0	0	0	23
otu1146	0	0	0	0	0	0	0	28
otu1147	18	14	0	0	0	0	0	0
otu1148	0	29	0	0	0	41	43	0
otu1149	0	41	0	0	0	0	0	21
otu1150	0	18	0	0	0	0	53	48
otu1151	63	0	58	0	0	0	0	0
otu1152	0	50	19	33	0	0	14	16
otu1153	0	0	0	0	0	48	39	0
otu1154	30	34	33	0	0	0	15	0
otu1155	0	0	0	20	0	22	28	19
otu1156	0	0	0	0	0	71	34	30
otu1157	53	38	0	0	0	0	0	14
otu1158	0	0	0	0	0	83	0	91
otu1159	28	0	0	0	0	62	106	24
otu1160	16	49	29	0	0	0	0	0
otu1161	0	0	0	66	0	0	0	0
otu1162	31	0	0	31	0	0	0	0
otu1163	0	0	0	0	0	0	62	0
otu1164	33	17	25	53	0	0	0	17
otu1165	33	37	29	0	0	31	0	24
otu1166	0	8	19	0	0	35	43	42
otu1167	0	6	0	0	0	16	44	0
otu1168	38	70	0	0	21	0	0	0
otu1169	17	0	29	18	23	0	0	0
otu1170	0	41	0	0	0	36	0	58
otu1171	79	0	0	0	52	0	70	0
otu1172	54	0	0	35	0	0	0	0
otu1173	0	0	0	0	0	52	63	45
otu1174	28	0	82	0	0	0	0	0
otu1175	30	0	52	0	0	0	0	0
otu1176	0	46	0	0	0	0	15	0
otu1177	0	17	0	57	0	0	0	0
otu1178	0	0	0	0	0	25	61	53
otu1179	0	0	0	0	0	0	0	0
otu1180	0	0	31	0	23	15	0	0
otu1181	0	0	0	0	34	0	0	0
otu1182	0	0	48	0	0	0	0	0
otu1183	0	0	0	0	0	0	38	0
otu1184	0	0	0	0	0	42	0	0
otu1185	0	0	0	0	54	31	40	54
otu1186	0	0	0	42	0	0	0	0
otu1187	0	0	0	0	0	0	0	0
otu1188	0	24	0	0	0	26	34	0
otu1189	14	0	0	0	83	0	0	0
otu1190	0	0	0	0	56	22	39	26
otu1191	0	0	0	0	0	96	0	0
otu1192	47	32	55	18	0	0	0	0
otu1193	21	0	0	0	0	24	45	30
otu1194	0	0	0	0	34	0	0	51
otu1195	0	0	0	0	0	68	27	67
otu1196	39	24	0	0	0	0	42	0
otu1197	0	0	34	0	41	0	31	23
otu1198	16	11	0	0	28	20	0	23
otu1199	0	0	0	0	14	0	51	0
otu1200	0	52	0	0	11	0	14	0
otu1201	0	0	78	27	25	0	0	0
otu1202	0	26	36	21	31	0	0	0
otu1203	0	48	31	25	0	0	0	0
otu1204	51	0	49	46	0	0	0	0
otu1205	0	0	0	0	44	52	0	28
otu1206	0	0	0	0	0	65	0	107
otu1207	0	0	53	0	0	0	0	0
otu1208	0	0	40	0	0	0	0	0
otu1209	0	0	38	0	0	0	0	0
otu1210	0	38	37	0	0	0	0	0
otu1211	0	0	0	0	0	0	0	0
otu1212	0	0	0	27	79	0	0	36
otu1213	0	0	0	0	0	39	43	72
otu1214	0	0	0	13	0	0	19	32
otu1215	0	0	0	0	0	0	24	0
otu1216	26	27	57	31	9	0	0	0
otu1217	0	0	0	0	0	56	43	41
otu1218	0	0	0	0	44	44	65	71
otu1219	0	0	0	28	0	19	0	0
otu1220	0	0	0	0	0	58	0	0
otu1221	15	0	24	0	0	0	0	0
otu1222	17	0	46	29	43	0	0	0
otu1223	0	0	0	57	0	0	0	0
otu1224	0	22	38	50	0	0	0	0
otu1225	13	0	13	0	0	28	0	0
otu1226	0	0	35	0	0	0	0	0
otu1227	0	0	0	63	0	0	0	0
otu1228	24	0	13	0	0	46	0	0
otu1229	0	0	0	0	66	0	0	49
otu1230	12	0	0	0	61	0	0	15
otu1231	0	17	18	0	11	0	18	0
otu1232	0	0	0	0	55	0	0	41
otu1233	0	0	0	21	20	84	64	79
otu1234	50	0	0	0	0	0	0	0
otu1235	0	22	0	37	25	0	0	26
otu1236	18	0	19	0	39	22	0	22
otu1237	0	0	0	0	78	15	31	0
otu1238	0	18	38	0	68	0	0	0
otu1239	0	34	0	0	0	35	51	0
otu1240	0	28	21	24	0	27	24	15
otu1241	57	29	32	45	0	0	0	0
otu1242	29	0	0	26	0	35	0	0
otu1243	0	0	0	0	0	15	20	33
otu1244	0	0	0	0	0	46	47	42
otu1245	31	19	37	8	0	0	0	0
otu1246	21	0	22	22	0	0	0	0
otu1247	0	0	0	42	0	0	20	0
otu1248	0	0	0	0	0	0	32	24
otu1249	0	0	0	0	0	78	25	47
otu1250	46	51	33	0	0	0	0	0
otu1251	0	0	0	0	0	0	49	0
otu1252	0	0	0	0	0	60	78	45
otu1253	0	0	0	0	0	66	64	40
otu1254	0	44	48	46	0	0	0	0
otu1255	13	12	7	0	0	18	28	8
otu1256	0	25	26	0	39	0	40	0
otu1257	52	0	41	0	23	0	0	11
otu1258	0	0	10	0	0	16	47	0
otu1259	0	30	0	0	28	0	0	0
otu1260	0	0	0	0	0	0	0	0
otu1261	0	0	0	0	56	18	18	17
otu1262	33	0	44	0	0	0	0	0
otu1263	0	0	0	0	0	64	14	46
otu1264	0	51	0	0	0	38	33	40
otu1265	51	0	48	0	0	0	0	0
otu1266	11	0	51	19	0	0	0	0
otu1267	0	0	51	41	0	0	0	0
otu1268	0	0	0	0	0	65	56	64
otu1269	20	0	0	64	0	0	0	0
otu1270	19	0	20	31	0	0	0	11
otu1271	16	0	0	15	11	0	13	6
otu1272	0	22	0	0	0	0	0	0
otu1273	0	0	0	0	49	54	0	39
otu1274	28	0	25	35	0	0	0	0
otu1275	0	27	13	0	0	80	0	55
otu1276	0	0	0	10	0	35	47	40
otu1277	0	21	38	0	0	0	0	4
otu1278	12	0	0	19	36	23	37	16
otu1279	0	0	0	0	34	0	29	0
otu1280	33	0	23	0	0	0	0	0
otu1281	11	0	0	11	0	0	19	0
otu1282	8	16	0	10	0	18	0	32
otu1283	0	15	0	14	36	27	27	34
otu1284	0	0	0	0	0	0	0	0
otu1285	0	0	0	0	44	0	0	0
otu1286	0	0	0	0	47	0	27	0
otu1287	0	0	0	0	72	38	0	0
otu1288	0	0	30	0	13	0	0	32
otu1289	0	22	0	27	0	0	15	0
otu1290	45	0	0	0	0	17	0	0
otu1291	0	0	0	0	66	34	0	0
otu1292	0	0	49	0	127	0	46	49
otu1293	11	0	0	22	0	57	59	49
otu1294	0	0	47	34	0	0	18	14
otu1295	54	0	80	68	0	0	0	0
otu1296	0	0	0	0	0	0	20	0
otu1297	0	13	0	0	0	0	0	0
otu1298	88	0	0	0	0	0	0	0
otu1299	18	20	0	0	0	0	0	0
otu1300	0	0	0	8	38	0	0	35
otu1301	0	0	0	0	0	0	0	55
otu1302	0	45	0	49	0	0	0	0
otu1303	0	0	0	0	72	35	38	39
otu1304	23	0	48	41	0	0	0	0
otu1305	8	0	0	0	0	52	39	56
otu1306	0	0	46	0	20	0	0	32
otu1307	0	13	0	0	21	0	0	0
otu1308	0	0	0	0	0	0	0	0
otu1309	0	0	0	0	0	44	49	48
otu1310	23	0	35	25	0	0	0	0
otu1311	0	0	0	0	0	38	64	42
otu1312	0	0	0	0	0	70	52	61
otu1313	12	0	0	0	0	0	68	60
otu1314	0	0	0	0	0	0	45	72
otu1315	84	0	35	0	0	0	0	38
otu1316	0	20	23	0	0	4	15	0
otu1317	0	26	0	19	0	8	11	0
otu1318	0	0	0	0	45	0	42	28
otu1319	0	15	0	0	0	0	0	0
otu1320	25	0	45	20	26	0	0	0
otu1321	0	0	0	0	0	0	0	0
otu1322	0	0	0	0	47	0	0	0
otu1323	0	32	0	20	0	0	0	0
otu1324	0	0	0	0	50	16	17	34
otu1325	31	0	34	0	0	23	33	0
otu1326	24	15	0	0	19	32	0	28
otu1327	37	50	0	0	0	0	0	0
otu1328	0	20	41	0	0	0	0	0
otu1329	0	0	0	0	0	48	42	0
otu1330	0	0	36	25	0	0	0	0
otu1331	0	0	0	23	42	0	18	45
otu1332	0	0	0	0	0	0	77	0
otu1333	0	0	0	0	0	0	71	0
otu1334	0	40	0	0	0	0	0	50
otu1335	0	0	37	0	0	0	0	0
otu1336	0	0	0	0	37	0	0	30
otu1337	0	0	0	0	29	0	20	0
otu1338	31	27	19	0	0	0	30	0
otu1339	0	0	0	39	0	0	0	43
otu1340	72	57	0	0	0	0	0	0
otu1341	0	0	0	0	0	0	0	0
otu1342	0	29	22	0	0	0	0	0
otu1343	33	0	0	0	23	0	0	0
otu1344	0	0	0	0	37	11	12	0
otu1345	0	0	26	79	0	0	0	0
otu1346	0	0	0	0	56	0	0	0
otu1347	69	0	0	72	0	0	0	0
otu1348	61	76	40	0	0	0	0	0
otu1349	10	0	0	0	0	52	70	0
otu1350	0	0	0	6	0	54	57	52
otu1351	0	0	0	0	0	0	0	0
otu1352	21	25	30	24	0	0	0	0
otu1353	0	0	0	0	0	53	0	53
otu1354	0	0	0	0	0	0	28	55
otu1355	40	0	0	0	64	0	0	0
otu1356	34	0	0	0	0	0	22	26
otu1357	27	0	0	0	0	0	0	0
otu1358	19	0	35	14	0	0	0	0
otu1359	22	19	37	0	0	0	0	0
otu1360	0	44	23	0	21	30	0	0
otu1361	33	24	29	23	10	11	0	0
otu1362	34	0	34	20	0	19	0	0
otu1363	0	0	0	90	0	0	0	0
otu1364	0	0	9	0	35	12	22	0
otu1365	0	0	0	0	72	0	0	0
otu1366	0	0	0	54	0	47	52	45
otu1367	0	207	0	18	0	0	0	0
otu1368	47	0	59	52	0	0	0	0
